key	l1_num	l2_num	activity_num	activity_item_num	l1_topic	l2_topic	activity	item
3.03.A02.03	3	3	2	3	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Establishing 7,500 dairy farms to empower low-income women.
3.03.A02.04	3	3	2	4	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Establishing 7,500 dairy farms to strengthen youth entrepreneurship.
3.03.A02.05	3	3	2	5	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Doubling the current artificial insemination rates and increasing the number of dairy cattle through advanced technologies
3.03.A02.06	3	3	2	6	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Improving efficiency of farm systems through regional veterinary divisions.
3.03.A02.07	3	3	2	7	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Implementing successful vaccination programs to eradicate major epidemics.
3.03.A02.08	3	3	2	8	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Dairy Sector	Providing health insurance coverage for registered dairy cattle.
3.03.A03.01	3	3	3	1	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Marketing of Milk and Dairy Products	Expanding the network of regional distribution centers for pasteurized and fresh milk.
3.03.A03.02	3	3	3	2	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Marketing of Milk and Dairy Products	Implementing a payment system for dairy farmers based on proper standards
3.03.A03.03	3	3	3	3	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Marketing of Milk and Dairy Products	Promoting liquid milk consumption through targeted dairy promotion programs.
3.03.A04.01	3	3	4	1	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Poultry Meat and Egg Production	Providing tax relief for livestock and other raw materials to ensure fair prices for eggs and poultry meat.
3.03.A04.02	3	3	4	2	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Poultry Meat and Egg Production	Strengthening the export processes for eggs and poultry meat production.
3.03.A04.03	3	3	4	3	A modern life - A wealthy nation	High-quality livestock production - An entrepreneurial approach	Poultry Meat and Egg Production	Establishing 5,000 small-scale poultry farms to empower low-income women
4.03.A01.01	4	3	1	1	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Appointing a committee of legal experts to review the existing laws and update the laws as necessary.
4.03.A01.02	4	3	1	2	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Making the judicial process smoother and more efficient by taking steps to introduce modern technology to the judicial process and providing proper training to the judges and staff.
4.03.A01.03	4	3	1	3	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Taking steps to establish Smart courthouses and maintaining soft copies of the judicial reports.
4.03.A01.04	4	3	1	4	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Appointment of research officers to assist Judges of Appellate and Original Courts to get accurate, eloquent and prompt results.
4.03.A01.05	4	3	1	5	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Establishing an International Arbitration and Conciliation Center for arbitration and conciliation of disputes arising in international commercial transactions within the South Asian region.
4.03.A01.06	4	3	1	6	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Development of infrastructure for safe storage of evidence related to criminal law cases.
4.03.A01.07	4	3	1	7	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Introducing new laws to expedite the disposal of productions to relevant aggrieved parties before diminishing the market values of the productions.
4.03.A01.08	4	3	1	8	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Update the laws related to bail by looking at the present issues in the bail law and bail process.
4.03.A01.09	4	3	1	9	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	To introduce mechanisms to prioritize and expedite the disposal of cases related to sexual offences committed against minors and women and bring justice to the victims.
4.03.A01.10	4	3	1	10	A dignified life - A strong country	Rule of law - A judicial system with equal access	Judicial Process	Establishing provincial branches of the Department of Government Analyst in order to accelerate the judicial process.
4.03.A02.01	4	3	2	1	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Establishment of a stolen public asset recovery agency with the technical and advisory support of international organizations such as Stolen Asset Recovery (STAR) and United Nations Office on Drugs and Crime (UNODC) to recover the stolen state assets.
4.03.A02.02	4	3	2	2	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Facilitate the Director General of the Bribery Commission with necessary authority to give effect to the International Convention on the Prevention of Corruption and Coordinating the Recovery of Stolen Assets.
4.03.A02.03	4	3	2	3	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Appointment of a permanent bench of three Judges of the High Court to streamline cases of financial crimes, bribery, and corruption.
4.03.A02.04	4	3	2	4	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Establishment of Anti-Corruption Commission office in every district.
4.03.A02.05	4	3	2	5	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Investigate complaints received by the Anti-Corruption Commission within six (06) months or submit a report to Parliament every six (06) months on complaints that are not dealt with.
4.03.A02.06	4	3	2	6	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Prepare the necessary laws to bring to justice those who facilitate the protection to those are accused of state financial corruption and consider them too be involved in the wrongdoing.
4.03.A02.07	4	3	2	7	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Prioritize legislation to prevent corrupt practices such as financial abuse, bribery, corruption etc.
4.03.A02.08	4	3	2	8	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Establishment of a government-sponsored awareness campaign among the public about corruption, fraud and bribery and to empower the public against them.
4.03.A02.09	4	3	2	9	A dignified life - A strong country	Rule of law - A judicial system with equal access	Bribery and corruption	Re-visiting the cases withdrawn by the Bribery Commission and the Attorney General and resubmit appropriate cases.
4.03.A03.01	4	3	3	1	A dignified life - A strong country	Rule of law - A judicial system with equal access	Attorney General’s Department	Introducing a Directorate of Public Prosecution (DPP) as a mechanism to eliminate delays within the judicial system and establishing a main DPP office and sub offices in the provinces which will remain independent of the Attorney General’s Department to conduct cases on behalf of the government.
4.03.A03.02	4	3	3	2	A dignified life - A strong country	Rule of law - A judicial system with equal access	Attorney General’s Department	Documenting the prosecution guidelines that must be followed by the Attorney General’s Department when prosecuting.
4.03.A03.03	4	3	3	3	A dignified life - A strong country	Rule of law - A judicial system with equal access	Attorney General’s Department	Inform the complainants/aggrieved parties about the reasons, in the event the Attorney General’s Department decides not to prosecute after the investigation process.
4.03.A03.04	4	3	3	4	A dignified life - A strong country	Rule of law - A judicial system with equal access	Attorney General’s Department	Appointing a special Parliamentary Ombudsman to address the grievances of the aggrieved party regarding the activities of the Attorney General’s Department.
